 SUMMARY FOR UNIT  72
 Time                      F1温度                    F2温度                    F3温度                    F4温度                    室外温度
  0.7135000000000000E+0004  0.2831810878956169E+0002  0.2981205018335815E+0002  0.2985029512187706E+0002  0.2994216277715933E+0002  0.2250000000000000E+0002
  0.7136000000000000E+0004  0.2846833293262738E+0002  0.2987438280158185E+0002  0.2991285856283088E+0002  0.3000411017124201E+0002  0.2225000000000000E+0002
  0.7137000000000000E+0004  0.2892233074489630E+0002  0.3016230424586197E+0002  0.3019353894186044E+0002  0.3029408562877252E+0002  0.2325000000000000E+0002
  0.7138000000000000E+0004  0.2948439356533437E+0002  0.3052502807385205E+0002  0.3054883880231187E+0002  0.3066251239282769E+0002  0.2500000000000000E+0002
  0.7139000000000000E+0004  0.2993806617542561E+0002  0.3081945997694764E+0002  0.3083621683588160E+0002  0.3096502902153881E+0002  0.2570000000000000E+0002
  0.7140000000000000E+0004  0.3027010488984297E+0002  0.3103948711860448E+0002  0.3104597560452013E+0002  0.3119347499429126E+0002  0.2620000000000000E+0002
  0.7141000000000000E+0004  0.3081581130329344E+0002  0.3147663191304995E+0002  0.3147803575294959E+0002  0.3163793282906907E+0002  0.2700000000000000E+0002
  0.7142000000000000E+0004  0.3139647961489306E+0002  0.3241099920809540E+0002  0.3241318402583403E+0002  0.3257811242766824E+0002  0.2670000000000000E+0002
  0.7143000000000000E+0004  0.3216223147922844E+0002  0.3383123440843439E+0002  0.3383457913833520E+0002  0.3400146546648309E+0002  0.2770000000000000E+0002
  0.7144000000000000E+0004  0.3286541835919832E+0002  0.3497116410155324E+0002  0.3496750128233648E+0002  0.3514119065836196E+0002  0.2850000000000000E+0002
  0.7145000000000000E+0004  0.3262941526164758E+0002  0.3494344429166776E+0002  0.3491919912322541E+0002  0.3511078287137126E+0002  0.2625000000000000E+0002
  0.7146000000000000E+0004  0.3144177293925327E+0002  0.3352726575342009E+0002  0.3348319402508321E+0002  0.3369066523875698E+0002  0.2475000000000000E+0002
  0.7147000000000000E+0004  0.3058776077599818E+0002  0.3243016379262637E+0002  0.3238958736731428E+0002  0.3258976570415830E+0002  0.2450000000000000E+0002
  0.7148000000000000E+0004  0.3023292825824637E+0002  0.3202414733314904E+0002  0.3201304553041625E+0002  0.3218083441641463E+0002  0.2335000000000000E+0002
  0.7149000000000000E+0004  0.2987470851183319E+0002  0.3158426945068443E+0002  0.3159728952913387E+0002  0.3173893986143917E+0002  0.2335000000000000E+0002
  0.7150000000000000E+0004  0.2967622734554442E+0002  0.3134544488288562E+0002  0.3137030450439672E+0002  0.3149856744427829E+0002  0.2350000000000000E+0002
  0.7151000000000000E+0004  0.2939535681588138E+0002  0.3105958958105142E+0002  0.3109066790482990E+0002  0.3121140551197807E+0002  0.2265000000000000E+0002
  0.7152000000000000E+0004  0.2916683828713999E+0002  0.3083266354331595E+0002  0.3086535516444763E+0002  0.3098329116558157E+0002  0.2265000000000000E+0002
  0.7153000000000000E+0004  0.2900937686081682E+0002  0.3064808229397800E+0002  0.3068473676394319E+0002  0.3079758276652134E+0002  0.2300000000000000E+0002
  0.7154000000000000E+0004  0.2879810411380531E+0002  0.3044463469923942E+0002  0.3048217964594498E+0002  0.3059302169573858E+0002  0.2235000000000000E+0002
  0.7155000000000000E+0004  0.2856363094449051E+0002  0.3022999083916039E+0002  0.3026756179579333E+0002  0.3037730447582660E+0002  0.2185000000000000E+0002
  0.7156000000000000E+0004  0.2839430395338053E+0002  0.3005742816296736E+0002  0.3009606170742297E+0002  0.3020370952341374E+0002  0.2200000000000000E+0002
  0.7157000000000000E+0004  0.2821736994003367E+0002  0.2988354302725947E+0002  0.2992358212761562E+0002  0.3002880728951893E+0002  0.2170000000000000E+0002
  0.7158000000000000E+0004  0.2803245311532066E+0002  0.2970882641204618E+0002  0.2974913357168319E+0002  0.2985308409340584E+0002  0.2170000000000000E+0002
  0.7159000000000000E+0004  0.2788162831506035E+0002  0.2955937514744270E+0002  0.2960013790265702E+0002  0.2970264299171880E+0002  0.2150000000000000E+0002
  0.7160000000000000E+0004  0.2808669205880432E+0002  0.2965709942981139E+0002  0.2969783424147917E+0002  0.2979991487282856E+0002  0.2155000000000000E+0002
  0.7161000000000000E+0004  0.2859423743943490E+0002  0.2997752644034617E+0002  0.3001196572990598E+0002  0.3012245356222968E+0002  0.2305000000000000E+0002
  0.7162000000000000E+0004  0.2902110099145008E+0002  0.3025013088075146E+0002  0.3027605802317787E+0002  0.3040111447535907E+0002  0.2450000000000000E+0002
  0.7163000000000000E+0004  0.2939029730127202E+0002  0.3048259486611223E+0002  0.3050096458758485E+0002  0.3064249683358325E+0002  0.2525000000000000E+0002
  0.7164000000000000E+0004  0.2967927182336945E+0002  0.3066463359128603E+0002  0.3067509392800905E+0002  0.3083419814977736E+0002  0.2575000000000000E+0002
  0.7165000000000000E+0004  0.2981454644646195E+0002  0.3080995021104542E+0002  0.3081567065117551E+0002  0.3098816957770860E+0002  0.2600000000000000E+0002
  0.7166000000000000E+0004  0.3059644565587658E+0002  0.3181214049828104E+0002  0.3181995379234271E+0002  0.3199690287370225E+0002  0.2700000000000000E+0002
  0.7167000000000000E+0004  0.3169049459684696E+0002  0.3366408685416214E+0002  0.3368241832580242E+0002  0.3385159473096839E+0002  0.2750000000000000E+0002
  0.7168000000000000E+0004  0.3238924792693113E+0002  0.3530578290308539E+0002  0.3531838665317214E+0002  0.3549343133766673E+0002  0.2700000000000000E+0002
  0.7169000000000000E+0004  0.3268215133297995E+0002  0.3613465000120075E+0002  0.3612591038259482E+0002  0.3632101889356845E+0002  0.2675000000000000E+0002
  0.7170000000000000E+0004  0.3173936813657418E+0002  0.3496411825989997E+0002  0.3493104074287855E+0002  0.3514752413765125E+0002  0.2575000000000000E+0002
  0.7171000000000000E+0004  0.3058443234231982E+0002  0.3327865185521122E+0002  0.3322986315216302E+0002  0.3345839446877672E+0002  0.2500000000000000E+0002
  0.7172000000000000E+0004  0.3006247835629366E+0002  0.3256313205493101E+0002  0.3253986765193977E+0002  0.3273937141991456E+0002  0.2385000000000000E+0002
  0.7173000000000000E+0004  0.2966870956350034E+0002  0.3204564853665162E+0002  0.3205711987657523E+0002  0.3221926631782824E+0002  0.2335000000000000E+0002
  0.7174000000000000E+0004  0.2940544268476600E+0002  0.3169672093174081E+0002  0.3172370574269850E+0002  0.3186839206614063E+0002  0.2350000000000000E+0002
  0.7175000000000000E+0004  0.2912386003178893E+0002  0.3137982887272290E+0002  0.3141566029529146E+0002  0.3154994051244777E+0002  0.2255000000000000E+0002
  0.7176000000000000E+0004  0.2887220360750202E+0002  0.3110328653470770E+0002  0.3114311814755662E+0002  0.3127203081831412E+0002  0.2255000000000000E+0002
  0.7177000000000000E+0004  0.2871454943245166E+0002  0.3089614868825144E+0002  0.3094040064995941E+0002  0.3106361552803959E+0002  0.2300000000000000E+0002
  0.7178000000000000E+0004  0.2848486803612882E+0002  0.3065856208951760E+0002  0.3070477916744780E+0002  0.3082477967430910E+0002  0.2225000000000000E+0002
  0.7179000000000000E+0004  0.2823963488051411E+0002  0.3041942038837515E+0002  0.3046563825732050E+0002  0.3058443744844468E+0002  0.2175000000000000E+0002
  0.7180000000000000E+0004  0.2806875512553941E+0002  0.3022811275269299E+0002  0.3027618467817027E+0002  0.3039197451048076E+0002  0.2200000000000000E+0002
  0.7181000000000000E+0004  0.2787209206687968E+0002  0.3002751531264564E+0002  0.3007701224497828E+0002  0.3019023835077422E+0002  0.2150000000000000E+0002
  0.7182000000000000E+0004  0.2768188439216827E+0002  0.2983523209563795E+0002  0.2988526735898964E+0002  0.2999683222103397E+0002  0.2150000000000000E+0002
  0.7183000000000000E+0004  0.2759569688968991E+0002  0.2971073862927983E+0002  0.2976267868208593E+0002  0.2987123005693141E+0002  0.2200000000000000E+0002
  0.7184000000000000E+0004  0.2777872027148561E+0002  0.2977679800155176E+0002  0.2983010725272718E+0002  0.2993716820050329E+0002  0.2225000000000000E+0002
  0.7185000000000000E+0004  0.2819873848047870E+0002  0.3001372428373038E+0002  0.3006553197228469E+0002  0.3017814684028182E+0002  0.2375000000000000E+0002
  0.7186000000000000E+0004  0.2868709347666308E+0002  0.3029897136172514E+0002  0.3034768653435054E+0002  0.3047215379288785E+0002  0.2600000000000000E+0002
  0.7187000000000000E+0004  0.2913805435018384E+0002  0.3056906783609613E+0002  0.3061293472118086E+0002  0.3075256857787206E+0002  0.2700000000000000E+0002
  0.7188000000000000E+0004  0.2966444935849754E+0002  0.3090633563067685E+0002  0.3094252772816207E+0002  0.3109897354960058E+0002  0.2700000000000000E+0002
  0.7189000000000000E+0004  0.3019020145074163E+0002  0.3131089124785552E+0002  0.3134076726501925E+0002  0.3150932020378399E+0002  0.2750000000000000E+0002
  0.7190000000000000E+0004  0.3074542607142173E+0002  0.3225841379067150E+0002  0.3228859853438678E+0002  0.3245980962785747E+0002  0.2845000000000000E+0002
  0.7191000000000000E+0004  0.3158669401251193E+0002  0.3370744998215462E+0002  0.3374186658503939E+0002  0.3391107269425527E+0002  0.2845000000000000E+0002
  0.7192000000000000E+0004  0.3223611744916266E+0002  0.3495512671811932E+0002  0.3498148976950897E+0002  0.3515886372653451E+0002  0.2800000000000000E+0002
  0.7193000000000000E+0004  0.3226646990529628E+0002  0.3548816290197239E+0002  0.3549756169649595E+0002  0.3568946198508242E+0002  0.2660000000000000E+0002
  0.7194000000000000E+0004  0.3133484448252242E+0002  0.3441230811014101E+0002  0.3440316290685562E+0002  0.3461029024741133E+0002  0.2510000000000000E+0002
  0.7195000000000000E+0004  0.3032143369636486E+0002  0.3298303189652167E+0002  0.3296567734263034E+0002  0.3317731230178069E+0002  0.2500000000000000E+0002
  0.7196000000000000E+0004  0.2988626888407250E+0002  0.3234570528132205E+0002  0.3235282684800047E+0002  0.3253664438915904E+0002  0.2445000000000000E+0002
  0.7197000000000000E+0004  0.2958144974521129E+0002  0.3193007902462807E+0002  0.3196431469308791E+0002  0.3211838146103436E+0002  0.2445000000000000E+0002
  0.7198000000000000E+0004  0.2939743311252635E+0002  0.3164560438391888E+0002  0.3169230098721383E+0002  0.3183181811415286E+0002  0.2500000000000000E+0002
  0.7199000000000000E+0004  0.2914626059644291E+0002  0.3136361499976208E+0002  0.3141723486760404E+0002  0.3154803239732992E+0002  0.2400000000000000E+0002
  0.7200000000000000E+0004  0.2888515922244815E+0002  0.3109183112710247E+0002  0.3114700241738011E+0002  0.3127463515938322E+0002  0.2350000000000000E+0002
  0.7201000000000000E+0004  0.2873879365881988E+0002  0.3089944405725023E+0002  0.3095783196678060E+0002  0.3108073991138910E+0002  0.2400000000000000E+0002
  0.7202000000000000E+0004  0.2855588208191837E+0002  0.3069478339158938E+0002  0.3075518074288133E+0002  0.3087460461433053E+0002  0.2350000000000000E+0002
  0.7203000000000000E+0004  0.2833982796663865E+0002  0.3047850131142136E+0002  0.3053866092437735E+0002  0.3065688266145678E+0002  0.2300000000000000E+0002
  0.7204000000000000E+0004  0.2821165454848541E+0002  0.3031734028782712E+0002  0.3037895736874463E+0002  0.3049431333169396E+0002  0.2350000000000000E+0002
  0.7205000000000000E+0004  0.2807470633166782E+0002  0.3015654497426525E+0002  0.3021973884565921E+0002  0.3033210861436783E+0002  0.2320000000000000E+0002
  0.7206000000000000E+0004  0.2788584591823857E+0002  0.2996999346475317E+0002  0.3003275860634708E+0002  0.3014415500561993E+0002  0.2270000000000000E+0002
  0.7207000000000000E+0004  0.2778396282572700E+0002  0.2983967471290406E+0002  0.2990287113095193E+0002  0.3001245974070943E+0002  0.2300000000000000E+0002
  0.7208000000000000E+0004  0.2800668603471379E+0002  0.2993395684322853E+0002  0.2999816863151556E+0002  0.3010604543501468E+0002  0.2320000000000000E+0002
  0.7209000000000000E+0004  0.2846201663870701E+0002  0.3019769794949669E+0002  0.3026017558465888E+0002  0.3037233870841461E+0002  0.2470000000000000E+0002
  0.7210000000000000E+0004  0.2891917376400286E+0002  0.3046718378751913E+0002  0.3052530393927224E+0002  0.3064911116210898E+0002  0.2650000000000000E+0002
  0.7211000000000000E+0004  0.2934455217160599E+0002  0.3072680434236109E+0002  0.3077837035115230E+0002  0.3091836628768207E+0002  0.2685000000000000E+0002
  0.7212000000000000E+0004  0.2976762372631885E+0002  0.3098995403330717E+0002  0.3103441351890567E+0002  0.3119053051810682E+0002  0.2785000000000000E+0002
  0.7213000000000000E+0004  0.3052552480434048E+0002  0.3152962548968953E+0002  0.3156971133658991E+0002  0.3173650582180785E+0002  0.2950000000000000E+0002
  0.7214000000000000E+0004  0.3111905540671500E+0002  0.3251208258798815E+0002  0.3255392459499361E+0002  0.3272139184854560E+0002  0.2955000000000000E+0002
  0.7215000000000000E+0004  0.3191640887864326E+0002  0.3417342870226113E+0002  0.3421855593392499E+0002  0.3438458996860137E+0002  0.3005000000000000E+0002
  0.7216000000000000E+0004  0.3287310180711581E+0002  0.3584071867830477E+0002  0.3588306102904025E+0002  0.3605333093683142E+0002  0.3050000000000000E+0002
  0.7217000000000000E+0004  0.3301836710930920E+0002  0.3649311924375964E+0002  0.3651553168968093E+0002  0.3670432363486158E+0002  0.2920000000000000E+0002
  0.7218000000000000E+0004  0.3202061431979917E+0002  0.3515281471127082E+0002  0.3514906506185237E+0002  0.3536077014396243E+0002  0.2870000000000000E+0002
  0.7219000000000000E+0004  0.3100274540327948E+0002  0.3360182073980194E+0002  0.3358820921600088E+0002  0.3380547425235439E+0002  0.2850000000000000E+0002
  0.7220000000000000E+0004  0.3054344101919419E+0002  0.3301186833558465E+0002  0.3302634417828757E+0002  0.3321150672447370E+0002  0.2610000000000000E+0002
  0.7221000000000000E+0004  0.3010203757345733E+0002  0.3246192050490726E+0002  0.3250240355227568E+0002  0.3265852205557730E+0002  0.2510000000000000E+0002
  0.7222000000000000E+0004  0.2990782173676946E+0002  0.3218198801674379E+0002  0.3223340940217173E+0002  0.3237624896598425E+0002  0.2550000000000000E+0002
  0.7223000000000000E+0004  0.2959252693789456E+0002  0.3183899014046910E+0002  0.3189967517295568E+0002  0.3203129673493927E+0002  0.2385000000000000E+0002
  0.7224000000000000E+0004  0.2929580900823796E+0002  0.3154434383765210E+0002  0.3160485910581747E+0002  0.3173491454819657E+0002  0.2335000000000000E+0002
  0.7225000000000000E+0004  0.2914102691919618E+0002  0.3133455640133243E+0002  0.3140017180838232E+0002  0.3152351368762236E+0002  0.2400000000000000E+0002
  0.7226000000000000E+0004  0.2891977638929581E+0002  0.3110275426860088E+0002  0.3116967957275827E+0002  0.3129012897046245E+0002  0.2320000000000000E+0002
  0.7227000000000000E+0004  0.2871412206173132E+0002  0.3088506113341579E+0002  0.3095249810347922E+0002  0.3107088650819629E+0002  0.2320000000000000E+0002
  0.7228000000000000E+0004  0.2866447891409036E+0002  0.3076539221762286E+0002  0.3083590274245105E+0002  0.3094966426712444E+0002  0.2450000000000000E+0002
  0.7229000000000000E+0004  0.2856299886906110E+0002  0.3062263092060263E+0002  0.3069543517762209E+0002  0.3080529782708902E+0002  0.2420000000000000E+0002
  0.7230000000000000E+0004  0.2838018658937206E+0002  0.3043847312279431E+0002  0.3050991300040619E+0002  0.3061952229201758E+0002  0.2370000000000000E+0002
  0.7231000000000000E+0004  0.2827738860484267E+0002  0.3030514883075925E+0002  0.3037657772126736E+0002  0.3048461208077463E+0002  0.2400000000000000E+0002
  0.7232000000000000E+0004  0.2842406976495577E+0002  0.3034964381775169E+0002  0.3042099572453125E+0002  0.3052825551798090E+0002  0.2360000000000000E+0002
  0.7233000000000000E+0004  0.2878403806919808E+0002  0.3056205848881046E+0002  0.3062518811568056E+0002  0.3074322148515349E+0002  0.2410000000000000E+0002
  0.7234000000000000E+0004  0.2918851546771886E+0002  0.3080011126707661E+0002  0.3085571754960892E+0002  0.3098873114172089E+0002  0.2600000000000000E+0002
  0.7235000000000000E+0004  0.2964502163683177E+0002  0.3107268860342715E+0002  0.3112308940847885E+0002  0.3127138654309390E+0002  0.2690000000000000E+0002
  0.7236000000000000E+0004  0.3028109431747891E+0002  0.3148038266500849E+0002  0.3152319108072068E+0002  0.3168766408075827E+0002  0.2790000000000000E+0002
  0.7237000000000000E+0004  0.3072463954014697E+0002  0.3182155654512429E+0002  0.3185935059466559E+0002  0.3203355034248520E+0002  0.2950000000000000E+0002
  0.7238000000000000E+0004  0.3142258183049502E+0002  0.3276287654506769E+0002  0.3279735170170599E+0002  0.3297776217446433E+0002  0.2940000000000000E+0002
  0.7239000000000000E+0004  0.3229203630072600E+0002  0.3426066633175227E+0002  0.3429898837789996E+0002  0.3447711228654920E+0002  0.2940000000000000E+0002
  0.7240000000000000E+0004  0.3285073430040757E+0002  0.3543549215846307E+0002  0.3546580995845067E+0002  0.3565134281730933E+0002  0.3000000000000000E+0002
  0.7241000000000000E+0004  0.3277698512036983E+0002  0.3558278859398186E+0002  0.3559312994417036E+0002  0.3579620097814782E+0002  0.2860000000000000E+0002
  0.7242000000000000E+0004  0.3169701995304339E+0002  0.3423274217764973E+0002  0.3422363034973165E+0002  0.3444214510399366E+0002  0.2760000000000000E+0002
  0.7243000000000000E+0004  0.3092615863232402E+0002  0.3313417756571253E+0002  0.3312456111367833E+0002  0.3333924433769666E+0002  0.2750000000000000E+0002
  0.7244000000000000E+0004  0.3057691261161809E+0002  0.3268529593013744E+0002  0.3270381673970773E+0002  0.3288663995512047E+0002  0.2625000000000000E+0002
  0.7245000000000000E+0004  0.3024328362356660E+0002  0.3225552714604084E+0002  0.3229699287381283E+0002  0.3245401960588762E+0002  0.2575000000000000E+0002
  0.7246000000000000E+0004  0.3003302352792866E+0002  0.3199109895740099E+0002  0.3204442691891131E+0002  0.3218728179033568E+0002  0.2550000000000000E+0002
  0.7247000000000000E+0004  0.2975162007699212E+0002  0.3169755750885867E+0002  0.3175579367182148E+0002  0.3189174108209701E+0002  0.2430000000000000E+0002
  0.7248000000000000E+0004  0.2949677908630623E+0002  0.3144290133570846E+0002  0.3150256614593659E+0002  0.3163526088585734E+0002  0.2380000000000000E+0002
  0.7249000000000000E+0004  0.2932653712914312E+0002  0.3124187971656833E+0002  0.3130457395654942E+0002  0.3143251462996696E+0002  0.2400000000000000E+0002
  0.7250000000000000E+0004  0.2911368188404618E+0002  0.3102706217567561E+0002  0.3109086686152747E+0002  0.3121601124068228E+0002  0.2325000000000000E+0002
  0.7251000000000000E+0004  0.2891860928130233E+0002  0.3082693962773203E+0002  0.3089108196825462E+0002  0.3101423997985949E+0002  0.2325000000000000E+0002
  0.7252000000000000E+0004  0.2878821190337997E+0002  0.3066946963661435E+0002  0.3073524276641762E+0002  0.3085513951380628E+0002  0.2350000000000000E+0002
  0.7253000000000000E+0004  0.2855517914013634E+0002  0.3045642818243162E+0002  0.3052196046733936E+0002  0.3064048530773692E+0002  0.2225000000000000E+0002
  0.7254000000000000E+0004  0.2835518415184123E+0002  0.3026512168088627E+0002  0.3032973954156207E+0002  0.3044761302592938E+0002  0.2225000000000000E+0002
  0.7255000000000000E+0004  0.2826743014537176E+0002  0.3014399412880114E+0002  0.3021043700045693E+0002  0.3032494112971540E+0002  0.2250000000000000E+0002
  0.7256000000000000E+0004  0.2848373731165620E+0002  0.3024420005845161E+0002  0.3031041993400964E+0002  0.3042374810578765E+0002  0.2195000000000000E+0002
  0.7257000000000000E+0004  0.2924630732771309E+0002  0.3074016505642964E+0002  0.3079804703505983E+0002  0.3091919649600107E+0002  0.2295000000000000E+0002
  0.7258000000000000E+0004  0.3003051682933977E+0002  0.3125975401004581E+0002  0.3130838026593082E+0002  0.3144024285961312E+0002  0.2500000000000000E+0002
  0.7259000000000000E+0004  0.3057789736256835E+0002  0.3162559174413432E+0002  0.3166193173525614E+0002  0.3181015637896473E+0002  0.2560000000000000E+0002
  0.7260000000000000E+0004  0.3105130591907472E+0002  0.3194079678448041E+0002  0.3196439328270257E+0002  0.3213069011058838E+0002  0.2660000000000000E+0002
  0.7261000000000000E+0004  0.3192561684416996E+0002  0.3258812373471079E+0002  0.3260656696955222E+0002  0.3278316986508424E+0002  0.2900000000000000E+0002
  0.7262000000000000E+0004  0.3269301029912035E+0002  0.3343679710948091E+0002  0.3345226540951224E+0002  0.3363552336317190E+0002  0.2855000000000000E+0002
  0.7263000000000000E+0004  0.3312285762326007E+0002  0.3407298256193136E+0002  0.3407856300315844E+0002  0.3427127734683065E+0002  0.2855000000000000E+0002
  0.7264000000000000E+0004  0.3339635703582056E+0002  0.3439359261446341E+0002  0.3438850499955577E+0002  0.3458776487559592E+0002  0.2950000000000000E+0002
  0.7265000000000000E+0004  0.3280535912327245E+0002  0.3392130428108079E+0002  0.3390841339534924E+0002  0.3411030800741175E+0002  0.2805000000000000E+0002
  0.7266000000000000E+0004  0.3180019975247660E+0002  0.3296897504483728E+0002  0.3295187798261718E+0002  0.3315335554079526E+0002  0.2705000000000000E+0002
  0.7267000000000000E+0004  0.3119354640271306E+0002  0.3235188924259555E+0002  0.3234854015158648E+0002  0.3253283175258332E+0002  0.2700000000000000E+0002
  0.7268000000000000E+0004  0.3086459736179664E+0002  0.3200963411579443E+0002  0.3202565981993628E+0002  0.3218807921889859E+0002  0.2640000000000000E+0002
  0.7269000000000000E+0004  0.3055156736994657E+0002  0.3169372992901495E+0002  0.3172628711204506E+0002  0.3187017019009296E+0002  0.2590000000000000E+0002
  0.7270000000000000E+0004  0.3034701777443739E+0002  0.3147628134196350E+0002  0.3151857934669639E+0002  0.3165091957536827E+0002  0.2600000000000000E+0002
  0.7271000000000000E+0004  0.3011708102282230E+0002  0.3126189687576811E+0002  0.3130698631760692E+0002  0.3143480528946438E+0002  0.2520000000000000E+0002
  0.7272000000000000E+0004  0.2987496275431184E+0002  0.3104690502987228E+0002  0.3109327960601985E+0002  0.3121812363490165E+0002  0.2470000000000000E+0002
  0.7273000000000000E+0004  0.2971961420173896E+0002  0.3088768537541800E+0002  0.3093546829248362E+0002  0.3105724672102503E+0002  0.2500000000000000E+0002
  0.7274000000000000E+0004  0.2950862448216969E+0002  0.3069988557741814E+0002  0.3074851369672283E+0002  0.3086780419893394E+0002  0.2410000000000000E+0002
  0.7275000000000000E+0004  0.2924261106586653E+0002  0.3048275260486177E+0002  0.3052970694004027E+0002  0.3064907757137887E+0002  0.2310000000000000E+0002
  0.7276000000000000E+0004  0.2904656543076932E+0002  0.3030636804068535E+0002  0.3035353604103056E+0002  0.3047116523889158E+0002  0.2300000000000000E+0002
  0.7277000000000000E+0004  0.2884487548267164E+0002  0.3012854974343813E+0002  0.3017640244675359E+0002  0.3029185708140951E+0002  0.2250000000000000E+0002
  0.7278000000000000E+0004  0.2865436926644551E+0002  0.2995938990364749E+0002  0.3000727536901750E+0002  0.3012123076658082E+0002  0.2250000000000000E+0002
  0.7279000000000000E+0004  0.2856213300458560E+0002  0.2985229938407571E+0002  0.2990148435646986E+0002  0.3001267473941654E+0002  0.2300000000000000E+0002
  0.7280000000000000E+0004  0.2881696525659731E+0002  0.2999147323869768E+0002  0.3004077673211474E+0002  0.3015061630457515E+0002  0.2275000000000000E+0002
  0.7281000000000000E+0004  0.2955872656667537E+0002  0.3048769651179891E+0002  0.3052868162051753E+0002  0.3064695315747562E+0002  0.2375000000000000E+0002
  0.7282000000000000E+0004  0.3029812052192149E+0002  0.3099138450768082E+0002  0.3102232015684811E+0002  0.3115317064786256E+0002  0.2550000000000000E+0002
  0.7283000000000000E+0004  0.3092678143404216E+0002  0.3142664944066184E+0002  0.3144519036641059E+0002  0.3159284388143429E+0002  0.2585000000000000E+0002
  0.7284000000000000E+0004  0.3192400760285503E+0002  0.3211288992253206E+0002  0.3211915415979861E+0002  0.3228273398135362E+0002  0.2735000000000000E+0002
  0.7285000000000000E+0004  0.3281195062987413E+0002  0.3274715090342044E+0002  0.3274445005368340E+0002  0.3291706408668949E+0002  0.2850000000000000E+0002
  0.7286000000000000E+0004  0.3293407221656619E+0002  0.3289353697220665E+0002  0.3287461743908443E+0002  0.3305946827069570E+0002  0.2720000000000000E+0002
  0.7287000000000000E+0004  0.3278498203857080E+0002  0.3278431529458050E+0002  0.3275424989620983E+0002  0.3294451342265042E+0002  0.2770000000000000E+0002
  0.7288000000000000E+0004  0.3258557761985324E+0002  0.3264044400120488E+0002  0.3261245494492866E+0002  0.3279548293992764E+0002  0.2850000000000000E+0002
  0.7289000000000000E+0004  0.3199606559003467E+0002  0.3224000960712464E+0002  0.3221693008508823E+0002  0.3239123653481568E+0002  0.2710000000000000E+0002
  0.7290000000000000E+0004  0.3133182253211909E+0002  0.3170420974999661E+0002  0.3168662852133796E+0002  0.3185293818774408E+0002  0.2710000000000000E+0002
  0.7291000000000000E+0004  0.3097483464983307E+0002  0.3137238372684501E+0002  0.3136672874500673E+0002  0.3151936728131448E+0002  0.2750000000000000E+0002
  0.7292000000000000E+0004  0.3067989393789682E+0002  0.3111787392032823E+0002  0.3112260779683844E+0002  0.3126340578028003E+0002  0.2640000000000000E+0002
  0.7293000000000000E+0004  0.3041759694838948E+0002  0.3088558386991913E+0002  0.3090123026437365E+0002  0.3102971126874762E+0002  0.2640000000000000E+0002
  0.7294000000000000E+0004  0.3023987734285729E+0002  0.3071774082805040E+0002  0.3074108789421022E+0002  0.3086045235339344E+0002  0.2650000000000000E+0002
  0.7295000000000000E+0004  0.3001704260604096E+0002  0.3053836143559619E+0002  0.3056238887168726E+0002  0.3067962539662270E+0002  0.2570000000000000E+0002
  0.7296000000000000E+0004  0.2980292564566612E+0002  0.3036373023700268E+0002  0.3038872089159387E+0002  0.3050354855186277E+0002  0.2520000000000000E+0002
  0.7297000000000000E+0004  0.2963238772496598E+0002  0.3021806508612122E+0002  0.3024370088795157E+0002  0.3035645405913879E+0002  0.2500000000000000E+0002
  0.7298000000000000E+0004  0.2944578252898360E+0002  0.3006399453025924E+0002  0.3009028506735428E+0002  0.3020096564254849E+0002  0.2445000000000000E+0002
  0.7299000000000000E+0004  0.2923680009263268E+0002  0.2989853766308133E+0002  0.2992420902999963E+0002  0.3003411937120875E+0002  0.2395000000000000E+0002
  0.7300000000000000E+0004  0.2906303292742050E+0002  0.2975345450059326E+0002  0.2977935699125715E+0002  0.2988768419292720E+0002  0.2400000000000000E+0002
  0.7301000000000000E+0004  0.2887519280562958E+0002  0.2960104383383123E+0002  0.2962714511430760E+0002  0.2973395029512680E+0002  0.2340000000000000E+0002
  0.7302000000000000E+0004  0.2866185418804308E+0002  0.2943423455899871E+0002  0.2945969147886566E+0002  0.2956585347794236E+0002  0.2290000000000000E+0002
  0.7303000000000000E+0004  0.2852551965756723E+0002  0.2931500254742482E+0002  0.2934074553705820E+0002  0.2944536899669819E+0002  0.2300000000000000E+0002
  0.7304000000000000E+0004  0.2868852338656521E+0002  0.2940376623094787E+0002  0.2942981326127483E+0002  0.2953303575682170E+0002  0.2265000000000000E+0002
  0.7305000000000000E+0004  0.2928759750450304E+0002  0.2981385023529906E+0002  0.2983192225565970E+0002  0.2994293158296361E+0002  0.2315000000000000E+0002
  0.7306000000000000E+0004  0.2988841691665638E+0002  0.3023632300539679E+0002  0.3024467936710844E+0002  0.3036727557412933E+0002  0.2400000000000000E+0002
  0.7307000000000000E+0004  0.3028939391088204E+0002  0.3052875375605081E+0002  0.3052532251574050E+0002  0.3066315097415242E+0002  0.2350000000000000E+0002
  0.7308000000000000E+0004  0.3070506216985943E+0002  0.3083051803927713E+0002  0.3081470255254860E+0002  0.3096644009632282E+0002  0.2350000000000000E+0002
  0.7309000000000000E+0004  0.3110710155244974E+0002  0.3110968790393278E+0002  0.3108717213715876E+0002  0.3124353745861256E+0002  0.2450000000000000E+0002
  0.7310000000000000E+0004  0.3105468450302478E+0002  0.3108591825049459E+0002  0.3105605692658670E+0002  0.3121549976809426E+0002  0.2395000000000000E+0002
